lesson,visual_id,section_id,method,topic,required_facts,content_hash,asset_identity_status,independent_pass_1,independent_pass_2,semantic_status,defect_ids,notes
068,explanation-core-img-1,explanation-core,Raster image,Academic knowledge-point infographic explaining Why security methods cannot substitute through a cause-and-effect diagram.,Encryption hides readable content from unauthorised viewers. Hashing creates a comparison value for integrity checks. Certificates bind an identity to a public key through trust.,f79e751af563fe9c89af0438689b31a5ab28943c6c2c610af421504e8cd59ad9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
068,explanation-encryption-img-1,explanation-encryption,Raster image,Academic knowledge-point infographic explaining How encryption protects confidentiality through a cause-and-effect diagram.,An algorithm combines plaintext with a key. The output is ciphertext that lacks readable meaning without the key. An authorised key reverses the transformation for the recipient.,7a6c2201e3d5917150f2976b874948220132186262d8076ff0e54ca5d79caafb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
068,explanation-hashing-img-1,explanation-hashing,Raster image,Academic knowledge-point infographic explaining Why a hash supports comparison through a cause-and-effect diagram.,A hash function maps input data to a fixed-length digest. A small input change should produce a substantially different digest. Matching digests provide evidence that the checked data is unchanged.,bfe800453ec50022ad93db3e2e5645e168a5902f92fa33689160ae53b08a0138,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
068,explanation-https-img-1,explanation-https,Raster image,Academic knowledge-point infographic explaining How HTTPS combines trust and privacy through a cause-and-effect diagram.,The server presents its certificate and public-key information. The browser verifies the trust chain and agreed connection details. Both sides establish session keys for efficient encrypted transport.,65377446c86a6bee5a1842f3df3bd49696dade3dff0073b524131373be7813d1,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
068,explanation-keys-img-1,explanation-keys,Raster image,Academic knowledge-point infographic explaining Why key ownership changes capability through a cause-and-effect diagram.,A symmetric key can both encrypt and decrypt shared data. An asymmetric key pair separates public and private operations. Protecting the private or shared secret preserves the security boundary.,ce0f695f068acc96d7dd103444a7a78e2ac470a18654827ab348d72afdbeb324,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-core-img-1,explanation-core,Raster image,Academic knowledge-point infographic explaining Network controls sit between traffic and risk with a structured visual model.,"Traffic Data packets or requests moving across a network. Rule A condition that allows, blocks or logs traffic based on properties. Log A record of events, traffic, blocked attempts or user activity. Alert A warning generated when traffic or behaviour matches a suspicious pattern.",a7535d5990795668610ab9cb42e8e2b8687eda3c1fd4432e8b6e634bd98aabd8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-event-tool-img-1,explanation-event-tool,Raster image,Academic knowledge-point infographic explaining Which control is most relevant? with a structured visual model.,Interactive event classifier,e4d0ed06249981faa9f6039c63dac90890461d146283a2e8f8a8668b8f786459,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-firewall-img-1,explanation-firewall,Raster image,Academic knowledge-point infographic explaining Firewalls filter traffic using rules with a structured visual model.,"Purpose Control traffic entering or leaving a network/device. Checks Can inspect source/destination IP address, port number, protocol or connection state. Decision Allow, deny, reject or log traffic depending on rule match. Placement Can protect a network boundary or run on an individual host.",1ac5fb24297e7747ef37fa6f017a95d2c31fd03092eb2421847b909289d6a21b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-limits-img-1,explanation-limits,Raster image,Academic knowledge-point infographic explaining Controls reduce risk but have limits with a structured visual model.,"Firewall limit Allowed traffic can still carry attacks, and rules may be misconfigured. Proxy limit Encrypted traffic and unmanaged devices can reduce visibility if not configured properly. Monitoring limit Alerts need review and response; too many false positives can be ignored. Layering Use with authentication, permissions, patching, encryption and user training.",268ce3ac4032c848150afb0c03362a3ec3b22321d1e594032baa38c34cca6d81,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-monitoring-img-1,explanation-monitoring,Raster image,Academic knowledge-point infographic explaining Network monitoring watches for patterns and evidence with a structured visual model.,"Traffic volume Unusual spikes may suggest DoS, malware activity or misconfiguration. Connection attempts Repeated failed access attempts may suggest probing or brute force activity. Alerts Monitoring systems can notify staff when thresholds or signatures are triggered. Investigation Logs help reconstruct what happened, when, and from where.",262e31717988d9d1d016d98456c8794ad7838181cf3264749a260172caa63815,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-proxy-img-1,explanation-proxy,Raster image,Academic knowledge-point infographic explaining A proxy acts as an intermediary with a structured visual model.,"Forward requests Client sends request to proxy; proxy requests the resource from the destination. Filtering Can block sites, content types, categories or requests that break policy. Caching Can store copies of frequently requested resources to reduce bandwidth and latency. Logging Can record user requests for audit, investigation or policy enforcement.",a8610fe6a96dd195dd647d73402780664684781fdf7c65d936ca4d630d7bfc8f,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
069,explanation-rules-img-1,explanation-rules,Raster image,Academic knowledge-point infographic explaining Firewall rules should be specific and ordered with a structured visual model.,Allow HTTPS from internal users to internet Permit web traffic on port 443. Needed for secure website access. Block inbound unknown traffic Deny unsolicited external connections. Reduces unauthorised access attempts. Allow admin only from management subnet Restrict sensitive admin ports by source. Limits attack surface and misuse. Log repeated denied connections Record unusual or repeated blocked attempts. Supports monitoring and investigation.,d6673402e41cdb67c1c9d0c3c11d5abd069a45caeb03ece8f0cb94dccf03722e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-checks-img-1,explanation-checks,Raster image,Academic knowledge-point infographic explaining Common validation checks with a structured visual model.,"The seven required validation methods are range, format, length, presence, existence, limit and check digit. A range check applies both a lower and an upper bound; a limit check applies one stated upper or lower limit. An existence check confirms that a value is present in a specified stored lookup or file. A check digit is calculated from the other digits and compared to detect many entry or scanning errors. Validation checks rules and reasonableness; it does not prove that data is true.",eb35739a7fcafb043def374a8f14e0266c37f398cf7a763b3074cd3a16f3f349,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-compare-img-1,explanation-compare,Raster image,"Academic knowledge-point infographic explaining Validation and verification are partners, not synonyms with a structured visual model.","Question answered Validation Does this data obey the rule? Reject mark 91 when maximum mark is 75. Verification Was this copied or entered correctly? Compare typed name with the paper form. Both together Does it follow rules, and does it match the source? Check date format, then compare with original application form.",4a91972e28a0b8bec3580d44a46da30827eecdfe4167ee04179ce8ff61dae848,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-core-img-1,explanation-core,Raster image,Academic knowledge-point infographic explaining Validation and verification protect data quality in different ways with a structured visual model.,"Validation Checks input data against rules before it is accepted. Verification Checks that data has been copied, entered or transferred accurately. Input error A mistake made while entering or transferring data. Data integrity Data remains accurate, consistent and not accidentally corrupted.",5ac7782b2cb8a54be660768c5936e9c7d35a5207376ca3dd1504b7df1eb5d924,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-limits-img-1,explanation-limits,Raster image,Academic knowledge-point infographic explaining Neither method guarantees truth with a structured visual model.,"Validation limit A valid value can still be wrong, such as a valid but incorrect postcode. Verification limit Data can be copied accurately from a source that was already wrong. Human factor Visual checks can be skipped or performed carelessly. Security link Better input quality supports integrity but does not replace access control or backup.",776aaa46595d7efcf778460d7ac55b7cab590f750c5aee403c93718aec96211a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-validation-img-1,explanation-validation,Raster image,Academic knowledge-point infographic explaining Validation checks whether data obeys a rule with a structured visual model.,"Before acceptance Invalid input can be rejected or a warning can be shown. Rule-based The rule may test type, range, length, format, presence or check digit. Benefit Reduces obvious errors and prevents unsuitable data entering the system. Limit Valid data can still be factually wrong, such as an incorrect but possible date.",529e5160163b4799f06980c5333283aebea5144256be8d61a45b676a95108741,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-verification-img-1,explanation-verification,Raster image,Academic knowledge-point infographic explaining Verification checks accuracy against the source with a structured visual model.,"During data entry, visual checking compares entered data with its source and double entry compares two independently entered values. During transfer, a parity check on a byte tests the agreed odd or even parity; block parity applies parity across rows and columns of a data block. For a checksum, the sender calculates and transmits a value for the data block; the receiver recalculates and compares it. These methods detect many errors but do not prove truth or automatically correct every error. A validation check digit belongs to an identifier; a transfer checksum belongs to a transmitted data block.",36b834ab58d464e711c78c3f55a6f75da218587eabbf1ee546084f50c568fce8,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
070,explanation-verify-tool-img-1,explanation-verify-tool,Raster image,Academic knowledge-point infographic explaining Which verification method fits? with a structured visual model.,Interactive verification selector Scenario,eff61b8c9571a0f263f80eaab15bd4f91f2e6c02c4d5bbd970c724a8643c1764,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-audit-trails-img-1,explanation-audit-trails,Raster image,Academic knowledge-point infographic explaining Audit trails support accountability and investigation with a structured visual model.,"Who User ID, account, device or process involved. What Action such as login, read, edit, delete, approve or restore. When/where Timestamp, location, device or IP address. Use Trace errors, detect misuse, investigate incidents and prove compliance.",212cf067a40a41ce900c56ab53572316b079b7c130376aa375c465e5c4d78a22,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-backups-img-1,explanation-backups,Raster image,"Academic knowledge-point infographic explaining Backup type affects speed, storage and recovery complexity with a structured visual model.","Full backup Copies all selected data. Simple to restore, but uses more time and storage. Incremental backup Copies only data changed since the last backup. Faster and smaller, but restore may need a chain. Differential idea Copies changes since last full backup. Useful comparison, though full/incremental is the main contrast here. Testing Backups must be tested by restoring sample data, not only by checking that a file exists.",85bf41d8346736985232d75877adeb5942c18d8bdcae15b388ae4c7d0bb3c5b6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-compare-img-1,explanation-compare,Raster image,"Academic knowledge-point infographic explaining Compare by purpose, not by ""security word"" with a structured visual model.","Main purpose Limitation Restore data after deletion, corruption, hardware failure or ransomware. May be too old, corrupted, inaccessible or affected by same incident. Disaster recovery plan Restore systems and services in a planned order after major disruption. Needs testing, clear roles and updated documentation. Audit trail Record actions for accountability, investigation and evidence. Does not restore data by itself and must be protected from tampering.",550448bb4a42505ab08e4994f71c4e6f1ae5d51afb55110ad47e6e148adcb0a9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-core-img-1,explanation-core,Raster image,"Academic knowledge-point infographic explaining Recovery planning is about availability, integrity and accountability with a structured visual model.","Backup A separate copy of data that can be used to restore the original after loss or corruption. Restore The process of recovering data or systems from a backup. Disaster recovery Planned actions to restore systems and services after a major incident. Audit trail A chronological record of actions, changes and access events.",17e4c87dc9d7f233c76d77cf336c3fb2966093eef95f202742e28539a56969f6,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-recovery-img-1,explanation-recovery,Raster image,Academic knowledge-point infographic explaining Disaster recovery is more than data copying with a structured visual model.,"1. Identify incident Detect failure, confirm scope and prevent further damage. 2. Communicate Notify staff/users and assign responsibilities. 3. Restore systems Recover data, applications, hardware/network access and configuration. 4. Test and review Check service works, document lessons and improve the plan. Useful exam language: RPO = how much data loss is acceptable; RTO = how quickly service must be restored.",142167ff2f36d9db9512197baffb5e97dcecb64a63f65de532e687cbbbd4f110,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-rpo-tool-img-1,explanation-rpo-tool,Raster image,Academic knowledge-point infographic explaining Match backup frequency to acceptable data loss with a structured visual model.,Interactive recovery objective tool Maximum acceptable data loss,c44d31c95b5f64cdd43921bc6acf3aaf5b0324fa25df3daae4c72d320a7c2ed0,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
071,explanation-strategy-img-1,explanation-strategy,Raster image,"Academic knowledge-point infographic explaining A strategy defines location, frequency, retention and security with a structured visual model.","Onsite Fast to access, but vulnerable to the same fire, flood, theft or ransomware incident. Offsite Stored in a different physical location, reducing site-wide disaster risk. Cloud Remote provider storage; useful for offsite copies but needs network access and access control. Retention How long versions are kept, so accidental deletion or corruption can be rolled back.",7b21afb78561d0d38309ebf47f29fab6836e511ac207b5e7f130262d61fccf63,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-compare-img-1,explanation-compare,Raster image,Academic knowledge-point infographic explaining Similar-looking controls: choose by mechanism with a structured visual model.,Difference Common error Validation vs verification Validation checks rule acceptability; verification checks accurate transfer/copying. A valid value can still be the wrong value. Authentication vs authorisation Authentication confirms identity; authorisation/access rights decide permitted actions. Logging in does not mean full access should be granted. Encryption vs hashing Encryption is reversible with a key; hashing is one-way and often used for password storage. Do not say hashed data can be decrypted. Backup vs audit trail,ff3d21d71ebace69eb9c17c5032b1d9d4c5c882bd5f57f8d9a4979594805dc91,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-controls-img-1,explanation-controls,Raster image,Academic knowledge-point infographic explaining Controls have different jobs with a structured visual model.,"Verification checks that copied, entered or transferred data agrees with the source or repeated entry. Double entry and visual checking can reduce copying errors. Matching values may still be false, so verification does not guarantee accuracy or truth.",538b26876da03b6f487a350c9e68f60f8cdeb1391502d12dbecbe0af12465879,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-diagnostic-img-1,explanation-diagnostic,Raster image,Academic knowledge-point infographic explaining Identify the risk family first with a structured visual model.,Interactive diagnostic Choose the broad risk family. Then compare the suggested control route.,8b95de6a65cf293466cff80ca0e1fe4607b29bb2e8ef4380a8daba70300fa253,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-matcher-img-1,explanation-matcher,Raster image,Academic knowledge-point infographic explaining Select the best control for the scenario with a structured visual model.,Interactive risk matcher The best answer is the one whose mechanism directly addresses the named risk. Scenario,463cd2f470e727c688345a0a1f9a1f93a24050b4648139d8ba205d00f4e74088,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-method-img-1,explanation-method,Raster image,Academic knowledge-point infographic explaining Use the four-part answer chain with a structured visual model.,"1. Name the risk Example: unauthorised users may view medical records. 2. Choose a control Example: role-based access levels and authentication. 3. Explain mechanism Example: only authenticated staff with the correct role can open the record. 4. Link consequence Example: this protects confidentiality and reduces privacy breaches. Answer frame: [Control] reduces [risk] because [mechanism]. In this scenario, this matters because [impact/consequence].",8b324f0c2f5461f2f13c0d57ded3b03d2303807a2eb9169d16c5ab695ab5c6bb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
072,explanation-review-map-img-1,explanation-review-map,Raster image,Academic knowledge-point infographic explaining Section 6 review map: risk families and likely controls with a structured visual model.,"Risk family Typical problem Useful controls Unauthorised access A user enters a system or data they should not access. Authentication, access levels, strong passwords, two-factor authentication. Disclosure Sensitive data is read or intercepted by an unauthorised party. Encryption in transit/at rest, access rights, staff training. Corruption / inaccurate data Data is changed incorrectly, accidentally or maliciously. Validation, verification, permissions, audit trails, backups.",e89570021e96b3872ae42512f91ca6377740c9937bbc1223770b8789dcae88b7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
073,explanation-ethics-img-1,explanation-ethics,Raster image,Academic knowledge-point infographic explaining Ethics is about responsible decision-making with a structured visual model.,"Ethics Principles about right and wrong behaviour, responsibility and fairness. Stakeholder A person or group affected by a decision, directly or indirectly. Responsibility The duty to consider consequences and act appropriately. Proportionality The response should be no more intrusive or harmful than needed for the aim.",dbc50aaf36e84cf4f6fe974720781bda052bc126acf144373e5d7a3197c64c4c,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
073,explanation-mapper-img-1,explanation-mapper,Raster image,"Academic knowledge-point infographic explaining Map a decision to stakeholders, benefits and concerns with a structured visual model.",Interactive stakeholder mapper Select a scenario and compare the ethical tension. The aim is not to memorise one answer; it is to see the pattern. Scenario,33ab06bcefe09da7910934944fc1122f791dfa1522317ddd5b4a3677cc164dfa,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
073,explanation-method-img-1,explanation-method,Raster image,Academic knowledge-point infographic explaining Use a balanced evaluation structure with a structured visual model.,"1. Context State the decision and the computing system involved. 2. For Explain a benefit for a named stakeholder, with scenario detail. 3. Against Explain a harm or right that may be affected. 4. Judgement Give a justified conclusion with conditions or safeguards. Answer frame: Although [benefit] helps [stakeholder], [harm] may affect [stakeholder]. Therefore, the decision is justified only if [condition/safeguard].",a40609397f8bc6fc8c85ff742ef6f30e79ac893cfec54a439f7313efe4bba48f,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
073,explanation-stakeholders-img-1,explanation-stakeholders,Raster image,Academic knowledge-point infographic explaining Ethical answers start with stakeholders with a structured visual model.,"Stakeholder Possible benefit Possible harm or concern Users / students / patients Better service, safety, convenience, personalisation. Loss of privacy, unfair treatment, pressure, exclusion. Organisation Efficiency, security, reduced cost, legal compliance. Reputation damage, misuse of data, over-collection. Wider society Public safety, accessibility, innovation. Surveillance culture, inequality, environmental impact.",a2ae6c9172450c189ea9f180c2aac6d2698b3d42ffafc7ad7a950f78025a82df,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
073,explanation-tradeoffs-img-1,explanation-tradeoffs,Raster image,"Academic knowledge-point infographic explaining Most ethical issues are trade-offs, not slogans with a structured visual model.","Privacy vs safety Monitoring may protect users, but can intrude into personal behaviour. Efficiency vs fairness Automation may save time, but may disadvantage some groups if data or rules are biased. Convenience vs consent Personalisation can help users, but data collection should be clear and justified. Innovation vs responsibility New systems can create benefits, but developers still need to consider harms.",2bc33403168c798660cffef633b003675688b23db651b5d325bccfd837997cdb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-checklist-img-1,explanation-checklist,Raster image,Academic knowledge-point infographic explaining Choose a weak policy and see what is missing with a structured visual model.,Interactive data protection checklist Weak policy,b92b1bf9bae92627bd017cf660fdf0ef80aa6d9f32db1b1c068f638349359afc,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-method-img-1,explanation-method,Raster image,Academic knowledge-point infographic explaining Use a privacy impact answer structure with a structured visual model.,"1. Data Name the personal or sensitive data being collected. 2. Purpose Explain why the organisation claims it is needed. 3. Risk Describe misuse, over-collection, surveillance or unfair effect. 4. Safeguard Recommend a specific protection and link it to the risk. Answer frame: The system collects [data] for [purpose]. This may affect privacy because [risk]. A suitable safeguard is [control], which reduces the risk by [mechanism].",64e7578b480a277d9d1cf47e9eb1a19b8de3ab20216e6f23841315615c5d271e,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-principles-img-1,explanation-principles,Raster image,Academic knowledge-point infographic explaining Good answers link a principle to a concrete risk with a structured visual model.,Principle Plain English Scenario use Fair and lawful use Do not mislead users or use data in unexpected harmful ways. A health app should not secretly sell location patterns. Data minimisation Collect less when less is enough. A step counter may not need contacts or microphone access. Retention Do not keep personal data forever by default. CCTV footage should be deleted after a defined period unless needed.,2cbb23c11c12b21b5f6ebdffff87f28e4e77731bb81d0406205e2fc49dc73038,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-privacy-img-1,explanation-privacy,Raster image,Academic knowledge-point infographic explaining Privacy is control over personal information with a structured visual model.,"Privacy The ability to control how personal information is collected, used and shared. Personal data Data that can identify a person directly or indirectly. Sensitive data Data that could cause greater harm if misused, such as health, biometric or location data. Consent A clear agreement to a specific use of data, based on understandable information.",3cc65c1ce2a986f66362ade5dce3211ea60dce6fcae8a0cc056169ec02fd81f9,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-protection-img-1,explanation-protection,Raster image,Academic knowledge-point infographic explaining Data protection reduces misuse and unnecessary exposure with a structured visual model.,"Data minimisation Collect only what is necessary for the stated purpose. Purpose limitation Use data only for the purpose users were told about. Access control Limit who can view, edit or export personal data. Retention limit Delete data when it is no longer needed. Transparency Explain what data is collected, why and how it is used. Security Protect data using measures such as encryption, authentication and audit trails. Accuracy Keep personal data correct and allow errors to be corrected. Accountability Record and justify processing decisions so misuse can be investigated.",6a5a8930ecdea09927c30e7662ac8f1eacb9a00291e9dfb183e5846ebb88b007,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-scanner-img-1,explanation-scanner,Raster image,Academic knowledge-point infographic explaining Find the privacy risk in a data collection scenario with a structured visual model.,"Interactive privacy scanner Select a scenario and compare data collected, risk and safeguard. Scenario",be042087a760dd3fddabe81116e2deeebf8bcf837caebf1bbc6b3cd915f5be1f,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
074,explanation-surveillance-img-1,explanation-surveillance,Raster image,"Academic knowledge-point infographic explaining Surveillance can protect people, but it changes behaviour and trust with a structured visual model.","Monitoring example Possible benefit Privacy concern CCTV with analytics Deter crime and support emergency response. May track people who have done nothing wrong. School device monitoring Detect unsafe websites, bullying or misuse. May record personal activity if scope is unclear. Workplace productivity tracking Identify workload issues and bottlenecks. May create pressure and reduce trust.",aa1f514d45df4c6bdbd86c35f45504f140abb8df841300c01c8b58ef10ccc172,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-compare-img-1,explanation-compare,Raster image,Academic knowledge-point infographic explaining Do not confuse protection type with permission type with a structured visual model.,"Protects / controls Common misconception Copyright Original expression, including source code and media. Changing a few names does not automatically avoid infringement. An invention or technical process for a limited time. Not every software idea or algorithm is patentable. Permission to use protected work under conditions. A licence does not always transfer ownership. Ownership Legal control over rights to the work. Using software is not the same as owning its source code.",135d1a0eb4fa19ed666ba0c77c0626ba4cea5bc188abdf3527beece97484158a,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-copyright-img-1,explanation-copyright,Raster image,"Academic knowledge-point infographic explaining Copyright protects expression, including software code with a structured visual model.","Copyright Protects original expression such as source code, documentation, graphics or text. Automatic protection Copyright usually exists when the work is created; registration is not always needed for protection. Restricted acts Copying, distributing, adapting or using beyond permission can breach copyright. Fair use/dealing caution Exceptions are limited and context-specific; do not assume every educational use is allowed.",e1fe4708ee75e7aad421858cbca80d942da1a95bb2015540e0f2e29004e5b9fb,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-ip-img-1,explanation-ip,Raster image,Academic knowledge-point infographic explaining What intellectual property can protect with a structured visual model.,"Copyright protects qualifying expression, not an abstract idea by itself. Patents may protect qualifying inventions subject to legal requirements. Intellectual property can protect qualifying creations, expressions, designs and inventions; do not state that every idea is automatically protected.",5dad8d4c4e790bf4a4149b0f27a430adb5f41e128191116b708860ed0ca7e662,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-licensing-img-1,explanation-licensing,Raster image,Academic knowledge-point infographic explaining A licence grants permission under conditions with a structured visual model.,"Licence idea What it allows or limits Exam caution Proprietary licence Usually permits use under conditions but restricts copying, modification or redistribution. Paying for software usually buys permission to use, not ownership of the code. Open-source licence Allows source code access and certain rights to use, modify and share. Still has conditions such as attribution or sharing changes under the same licence. Creative Commons style Often used for media/text; may require attribution or block commercial use. Check exact terms; symbols are not decoration.",1472dd1656cad1d8086006e5da74a43bb9099539945ef019b152766deccc3dce,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-matcher-img-1,explanation-matcher,Raster image,Academic knowledge-point infographic explaining Choose the likely permission issue with a structured visual model.,Interactive licence matcher Select a scenario and compare the relevant IP concept with the common error. Scenario,e3958471c3e2c18cd17b36ae651086da3a6f4c8759397f001148d1c342ca88cf,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
075,explanation-patents-img-1,explanation-patents,Raster image,"Academic knowledge-point infographic explaining Patents protect inventions, not every line of code with a structured visual model.","Patent A legal right protecting an invention for a limited time, often requiring novelty and inventive step. Invention A new technical solution, product or process; software patent rules vary by jurisdiction. Disclosure Patent applications normally require public description of the invention. Limitation Patents are expensive and time-limited; they do not protect all ideas or ordinary code automatically.",688700e1dd1f156c024e030eea2196b92bd9774f2d2646dd9e0d4e7af6c5250c,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-advisor-img-1,explanation-advisor,Raster image,Academic knowledge-point infographic explaining Match the software type to the scenario with a structured visual model.,Interactive software choice advisor Select a scenario and compare the recommendation with its trade-off. Scenario,2a5495d13647ec3d94ba70ecdd61764a466608492f3cf5104f2e9754cd3d3b37,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-method-img-1,explanation-method,Raster image,Academic knowledge-point infographic explaining Use a scenario-based comparison structure with a structured visual model.,"1. Need Identify the user's priority: cost, support, control, reliability, security or compatibility. 2. Open source point Explain one benefit or risk linked to that priority. 3. Proprietary point Explain a contrasting benefit or risk. 4. Judgement Recommend one option with conditions and trade-offs. Answer frame: For [scenario], [option] may be suitable because [factor]. However, [trade-off]. Therefore, the best choice depends on [condition/evidence].",c5835d728cd182c1bfcb53d9e61978b0fc29e34a1b66f6b499444cc87eb2f183,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-open-source-img-1,explanation-open-source,Raster image,Academic knowledge-point infographic explaining Open-source software makes source code available under a licence with a structured visual model.,"Source code available Users can inspect the program code rather than only using compiled software. Modify Licence may allow users to adapt the code for their own needs. Redistribute Licence may allow sharing original or modified versions under conditions. Community Development and support may come from volunteers, companies or mixed communities.",e40ec69a88d9ba66489febd16e5a82c02cff5dd7266714ed74445881e8db54f2,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-ownership-img-1,explanation-ownership,Raster image,Academic knowledge-point infographic explaining Ownership and licence obligations still matter with a structured visual model.,Copyright remains Open-source software is still protected; the licence grants permissions. Attribution Some licences require credit or notices to be kept. Share-alike Some licences require modified versions to be shared under similar terms. Compliance Organisations must track third-party components and meet licence conditions.,386b532a738302cb93cfe9e46e450fa0b9c951485f8a3ee198280247e40d3055,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-proprietary-img-1,explanation-proprietary,Raster image,Academic knowledge-point infographic explaining Proprietary software keeps control with the owner with a structured visual model.,"Closed source Source code is usually not available to users. Restricted rights Licences often restrict copying, modification and redistribution. Vendor support Users may receive official updates, warranties, help desk or service agreements. Vendor lock-in Users may depend on one supplier, format, subscription or ecosystem.",b97fec63a4958de8d1fe7cb8f1f5bd257d84d7b50d9103db2cac0e9658b517c7,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
076,explanation-tradeoffs-img-1,explanation-tradeoffs,Raster image,"Academic knowledge-point infographic explaining Compare by factor, not by favourite label with a structured visual model.","Open source may offer Proprietary may offer Low or no licence fee, but support and training can still cost money. Licence/subscription cost, but bundled support may reduce operational risk. More ability to inspect, modify and adapt code. Less control over internals; vendor controls source and roadmap. Security Code can be reviewed publicly, but someone must apply updates and assess trust. Vendor may provide tested updates, but users must trust closed code and vendor response. Community help or paid third-party support may vary. Official support agreements may be clearer for organisations.",5d88e15771bed3839b71851b49c789ff9cbf048e39b0acba2f261bf4ec76717c,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
077,explanation-analyser-img-1,explanation-analyser,Raster image,Academic knowledge-point infographic explaining Classify the impact and choose a mitigation with a structured visual model.,"Interactive impact analyser Select a scenario and compare the positive impact, negative impact and mitigation. Scenario",c8875a0353907e2394f06dd8119455bc152f943634f7d7ebe020f21c7913a58b,Pass,PendingIndependentPixelReview,PendingBlindReverseReview,Pending,,
