surface,id,source,status,independent_review_status,evidence_location,content_hash,reviewer_id,review_round,official_basis,review_note
question,L137-Q3,lesson-137,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L137-Q3,a33b2af4cf3af45a88318c76769f08f1decacc5af724c2bff2a0021328545644,stage4-question-review,R4,syllabus:p29,Primary write; S11.01; AO and four trial cases reviewed.
question,L137-Q4,lesson-137,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L137-Q4,cbc0cfce8fdc0097734e39c5773df4ddbab1a475ffe9fb7f897755fe792e27f5,stage4-question-review,R4,syllabus:p29,Primary explain; S11.01; AO and four trial cases reviewed.
question,L137-Q5,lesson-137,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L137-Q5,5a0b17be04ac40a9c1288119fabcf7a2b4a09dd2e20dd8e2c78958dd6f090e92,stage4-question-review,R4,syllabus:p29,Primary explain; S11.01; AO and four trial cases reviewed.
question,L138-Q1,lesson-138,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L138-Q1,8636434ea8a79fbcd3f0bf5149ef39ad9aecc723fd8cb76a5fdfddb59f0b5304,stage4-question-review,R4,syllabus:p30,Primary define; S11.06; AO and four trial cases reviewed.
question,L138-Q2,lesson-138,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L138-Q2,cf3ff555f77ddf706a0bcd5d4171ab995e4fd9d7b4820021c4d2b1ec1da459df,stage4-question-review,R4,syllabus:p29,Primary write; S11.02; AO and four trial cases reviewed.
question,L138-Q3,lesson-138,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L138-Q3,45280c35958f42d0a93160e357a44e237d875ac0adc726d2ac67a20d36bce793,stage4-question-review,R4,syllabus:p29,Primary explain; S11.02; AO and four trial cases reviewed.
question,L138-Q4,lesson-138,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L138-Q4,9735ae56b99b108f42223db17493ac11416db82bbda2fcbb1c5ba761232f041a,stage4-question-review,R4,syllabus:p30,Primary give; S11.06; AO and four trial cases reviewed.
question,L138-Q5,lesson-138,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L138-Q5,27927d321192dcb3bec5fb37a4ad5e66aad9f5651711f5b44ffca7c7edd2444a,stage4-question-review,R4,syllabus:p29,Primary identify; S11.02; AO and four trial cases reviewed.
question,L139-Q1,lesson-139,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L139-Q1,b3e1dc2b3da7c64b99702df8739c9f5bb26d0f4f02a3fb687698bf7257211b53,stage4-question-review,R4,syllabus:p30,Primary analyse; S11.06; AO and four trial cases reviewed.
question,L139-Q2,lesson-139,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L139-Q2,54a12cd10fcafe1052a9169f5f9bcf68387461ddfc1c91a688be693399c8f5d7,stage4-question-review,R4,syllabus:p30,Primary explain; S11.06; AO and four trial cases reviewed.
question,L139-Q3,lesson-139,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L139-Q3,eace8cda5a1b90138b242300a2812f2876041a4d15657354e75ac5c2f4316782,stage4-question-review,R4,syllabus:p30,Primary describe; S11.06; AO and four trial cases reviewed.
question,L139-Q4,lesson-139,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L139-Q4,7bcab1a8971a0622c1c84738f1a31a84b60aed29f440cb24833fcc5a0b3cfea1,stage4-question-review,R4,syllabus:p29,Primary develop; S11.02; AO and four trial cases reviewed.
question,L139-Q5,lesson-139,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L139-Q5,4e8387c6fb2e2133e94f9753a3eebae8827768dfd636adf28b8387310ce39b0f,stage4-question-review,R4,syllabus:p30,Primary explain; S11.06; AO and four trial cases reviewed.
question,L140-Q1,lesson-140,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L140-Q1,83645f8dcda5b488dfdfea3a7c149d85c20d3f87e43c980f98f555c776867e54,stage4-question-review,R4,syllabus:p29,Primary explain; S11.01; AO and four trial cases reviewed.
question,L140-Q2,lesson-140,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L140-Q2,ca9994b954f2062c2fe47ae485565d4888a4425f416fb9a89f5e2743c8ed5e0b,stage4-question-review,R4,syllabus:p30,Primary write; S11.09; AO and four trial cases reviewed.
question,L140-Q3,lesson-140,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L140-Q3,bc26c787d4fd45ac0bea3ec6af5820ba37b2098c63d5d5971b8ca3014de27eee,stage4-question-review,R4,syllabus:p29,Primary explain; S11.02; AO and four trial cases reviewed.
question,L140-Q4,lesson-140,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L140-Q4,6fbcd3f8709d37e0f54bfa4e0e1164650d92386bdc5be73f3a68b1ebba507d5f,stage4-question-review,R4,syllabus:p29,Primary state; S11.01; AO and four trial cases reviewed.
question,L140-Q5,lesson-140,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L140-Q5,5dcad9694cb6c90fb314849d765d5251d3df7b61828471ed22c436acf8c7af68,stage4-question-review,R4,syllabus:p29,Primary explain; S11.01; AO and four trial cases reviewed.
question,L141-Q1,lesson-141,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L141-Q1,11c2ef68d9a66466fc0d204cc7f609e54a2a57c664d8ae452f4135e27c5f37cb,stage4-question-review,R4,syllabus:p29,Primary write; S11.01; AO and four trial cases reviewed.
question,L141-Q2,lesson-141,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L141-Q2,5b2893923aef34f8d2b5dfdfc572bc3cc9beb2aebd34129aac00ea57ed5c78b3,stage4-question-review,R4,syllabus:p29,Primary write; S11.02; AO and four trial cases reviewed.
question,L141-Q3,lesson-141,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L141-Q3,1b28f424f84f3e13ae491bcc381fc7e1f16409640d8c2a2e695161684610a8a0,stage4-question-review,R4,syllabus:p29,Primary explain; S11.03; AO and four trial cases reviewed.
question,L141-Q4,lesson-141,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L141-Q4,ec3c47a1bcad2f4aead6a4246d0594114bf92e2f655a013cccae1d90dbb18214,stage4-question-review,R4,syllabus:p30,Primary write; S11.08; AO and four trial cases reviewed.
question,L141-Q5,lesson-141,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L141-Q5,eb33d297f03fb42d72ae6b320a085b1265da71a3c94b36b95ea554aa393fc574,stage4-question-review,R4,syllabus:p29,Primary identify; S11.02; AO and four trial cases reviewed.
question,L142-Q1,lesson-142,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L142-Q1,c1fa65e5bda0d1fadfced673a9d668df9a19a9c65e060c794ccb0d54c6962f46,stage4-question-review,R4,syllabus:p29,Primary write; S11.02; AO and four trial cases reviewed.
question,L142-Q2,lesson-142,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L142-Q2,5a3f89753540b05f26c9fed27b0538cb43d628d1642c25999f6dba738a7771ca,stage4-question-review,R4,syllabus:p29,Primary write; S11.02; AO and four trial cases reviewed.
question,L142-Q3,lesson-142,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L142-Q3,e097f945ea0edb5b37c67cdd8a0bc57287806962b3e9413cd507373d346af79d,stage4-question-review,R4,syllabus:p29,Primary write; S11.02; AO and four trial cases reviewed.
question,L142-Q4,lesson-142,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L142-Q4,266a5cf4f8113a22e26f5c7f000b26d3d5234069ef9a2baada28aa0638437e2a,stage4-question-review,R4,syllabus:p30,Primary explain; S11.06; AO and four trial cases reviewed.
question,L142-Q5,lesson-142,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L142-Q5,c0d3a61109e3d1bf45998e6679c6ee5252c2120cf0a8a689ba789fd2f1f71e46,stage4-question-review,R4,syllabus:p30,Primary write; S11.07; AO and four trial cases reviewed.
question,L143-Q1,lesson-143,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L143-Q1,5d0eb93043cf8aaf0d6f4812d65310d94397a6af65c710060809370835238813,stage4-question-review,R4,syllabus:p30,Primary describe; S12.01; AO and four trial cases reviewed.
question,L143-Q2,lesson-143,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L143-Q2,1d0cd69513aea265bb21dfda850c90e0ca8c75fffad6eed7b2cbea9376ec2dbd,stage4-question-review,R4,syllabus:p30,Primary compare; S12.01; AO and four trial cases reviewed.
question,L143-Q3,lesson-143,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L143-Q3,3994aa1cfbe24dd78eaab1c21ca4714090f93fbfc50b2400afdd721cfb8c418a,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L143-Q4,lesson-143,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L143-Q4,0e232c99805f780694b006778eeaf8fa51d6f3ceed68aa2c70b28bc2dc5aa943,stage4-question-review,R4,syllabus:p30,Primary state; S12.01; AO and four trial cases reviewed.
question,L143-Q5,lesson-143,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L143-Q5,1b8557ff86895a0862810e14ea811bc4f392895d6a16b8566b1c9ddb6e02f325,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L144-Q1,lesson-144,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L144-Q1,06be7716aaec3996dcd69b3e67ccf726f24aa306f859459032f31438c7bb94ed,stage4-question-review,R4,syllabus:p30,Primary give; S12.02; AO and four trial cases reviewed.
question,L144-Q2,lesson-144,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L144-Q2,1a12b3f3fe502e97a40b3029cb91b1e39fe6dd9bb2564ffcbe262a0d9914fe0b,stage4-question-review,R4,syllabus:p30,Primary write; S12.02; AO and four trial cases reviewed.
question,L144-Q3,lesson-144,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L144-Q3,2008de8cd2716ce4ef165bf139880b2940966a3892ebc3be3872074bc19a3366,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L144-Q4,lesson-144,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L144-Q4,00991b514a5ffbad38ffe02f97e477e3dbcd595c7c445aef962d442a671f4e71,stage4-question-review,R4,syllabus:p30,Primary state; S12.02; AO and four trial cases reviewed.
question,L144-Q5,lesson-144,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L144-Q5,98339d94fa8d28e30f2997d0bcd11512fcd5d4ce3186a88ed05b7be9bad15a92,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L145-Q1,lesson-145,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L145-Q1,973099ba4c444090e94ea4ad8c81d305659dabd738a8379e68c996ea4a225530,stage4-question-review,R4,syllabus:p30,Primary describe; S12.02; AO and four trial cases reviewed.
question,L145-Q2,lesson-145,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L145-Q2,fbc338b4131c3e963d6505c88a60ae452f12a4c7e7a6fcba83584382cf8486cf,stage4-question-review,R4,syllabus:p31,Primary develop; S12.06; AO and four trial cases reviewed.
question,L145-Q3,lesson-145,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L145-Q3,e7b43537aa3615ad1f0b5b0002810f8079935f98a74bdc96caed0db464579539,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L145-Q4,lesson-145,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L145-Q4,96143385420e09d9eec1234882a6de22d4f9665ac76df391c7166d9390d466d1,stage4-question-review,R4,syllabus:p30,Primary describe; S12.02; AO and four trial cases reviewed.
question,L145-Q5,lesson-145,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L145-Q5,aa6c9882349679d1f8039004e933ea4806699fbcd626149fa2b5618d03a67054,stage4-question-review,R4,syllabus:p30,Primary identify; S12.01; AO and four trial cases reviewed.
question,L146-Q1,lesson-146,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L146-Q1,9f642b254d286a63f3c3aa773b400585d6da7431729b1777680b42f7fa909513,stage4-question-review,R4,syllabus:p31,Primary explain; S12.05; AO and four trial cases reviewed.
question,L146-Q2,lesson-146,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L146-Q2,0a5b45529ff27359f93382160996a86afe0178eee2930c8fd22c290f03df4303,stage4-question-review,R4,syllabus:p31,Primary write; S12.06; AO and four trial cases reviewed.
question,L146-Q3,lesson-146,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L146-Q3,dfbb850c754210d0e8802229cfe92356b3bb2521a83ca72eb0073ad1accf2f64,stage4-question-review,R4,syllabus:p30,Primary explain; S12.01; AO and four trial cases reviewed.
question,L146-Q4,lesson-146,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L146-Q4,2abd6f7ad84cdd589a661dc4ab4461450cd0b9b70a594489a206309594c4db38,stage4-question-review,R4,syllabus:p31,Primary identify; S12.08; AO and four trial cases reviewed.
question,L146-Q5,lesson-146,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L146-Q5,00ba36efa03e64fe4369e39967196dd43af92ad51ddf13ad9f2798f619d8073c,stage4-question-review,R4,syllabus:p31,Primary explain; S12.06; AO and four trial cases reviewed.
question,L147-Q1,lesson-147,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L147-Q1,165f81ec33e09a3e290533572efb98bb0552c5e2b10806cb0534b62991463d09,stage4-question-review,R4,syllabus:p30,Primary write; S12.02; AO and four trial cases reviewed.
question,L147-Q2,lesson-147,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L147-Q2,054fc6fcfdbc3be00cbd01e74edc47608797c0f0b90e7410dd8f8d3f02334622,stage4-question-review,R4,syllabus:p31,Primary develop; S12.07; AO and four trial cases reviewed.
question,L147-Q3,lesson-147,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L147-Q3,cc4da5c686e5cde34320dccbf1d15c8f3370b4c8427602d559c8db599fd64908,stage4-question-review,R4,syllabus:p31,Primary explain; S12.05; AO and four trial cases reviewed.
question,L147-Q4,lesson-147,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L147-Q4,986742d1ec95e563b78a6f88e01144d293f1f8b410dd250f19173ffe60e1ffa3,stage4-question-review,R4,syllabus:p31,Primary identify; S12.08; AO and four trial cases reviewed.
question,L147-Q5,lesson-147,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L147-Q5,8ef752b88636395f44198e5ceecd9ad5555ca2c39ccb46c9891e13c7a86a868a,stage4-question-review,R4,syllabus:p31,Primary analyse; S12.09; AO and four trial cases reviewed.
question,L148-Q1,lesson-148,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L148-Q1,58a1a0bbf61ebe829712ecbc1c105de25d18ad00db902d4a17663173895c8fc2,stage4-question-review,R4,syllabus:p28,Primary complete; S9.09; AO and four trial cases reviewed.
question,L148-Q2,lesson-148,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L148-Q2,e156f505504daccdee288494f1b193ada1da72f601f5da177232746ae4074d34,stage4-question-review,R4,syllabus:p29,Primary suggest; S10.09; AO and four trial cases reviewed.
question,L148-Q3,lesson-148,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L148-Q3,07ccb4a66dba4cdddb64927871d3b33f2332abd35c5e3aa8cc38e22b968da384,stage4-question-review,R4,syllabus:p31,Primary give; S12.07; AO and four trial cases reviewed.
question,L148-Q4,lesson-148,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L148-Q4,597c7f5adb4de8b681fd2306799368378385588cc91abb6518ef6ef1e3d1fc7c,stage4-question-review,R4,syllabus:p28,Primary describe; S10.05; AO and four trial cases reviewed.
question,L148-Q5,lesson-148,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L148-Q5,7b61151acf45554c8842c79f4721ba1d43e080e141eec1662be70b38ff96c4cc,stage4-question-review,R4,syllabus:p28,Primary explain; S9.09; AO and four trial cases reviewed.
question,L149-Q1,lesson-149,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L149-Q1,0d5853bebc0a6c958f3020f72c8d47ab65d959fa072b10443f55052cd3683280,stage4-question-review,R4,syllabus:p28,Primary describe; S9.09; AO and four trial cases reviewed.
question,L149-Q2,lesson-149,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L149-Q2,a4cc8aed95b67db94593a784e0c4630f9c96674010964d5029cd913d80a8ea4a,stage4-question-review,R4,syllabus:p30,Primary explain; S11.06; AO and four trial cases reviewed.
question,L149-Q3,lesson-149,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L149-Q3,00feb6bba02732fb25b0b987a5898655c528b1a06093eccc87d3e1e4f0b26cf7,stage4-question-review,R4,syllabus:p30,Primary write; S11.09; AO and four trial cases reviewed.
question,L149-Q4,lesson-149,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L149-Q4,aba630cf0f13a9826d4b185f3cec05d280e27e9472ce1cb9b74d2072a848f37e,stage4-question-review,R4,syllabus:p28,Primary describe; S10.02; AO and four trial cases reviewed.
question,L149-Q5,lesson-149,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L149-Q5,c8320311558de07053b9519d21335ebcfada5b347b6a4ec2612efbe592e1640f,stage4-question-review,R4,syllabus:p28,Primary describe; S9.09; AO and four trial cases reviewed.
question,L150-Q1,lesson-150,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L150-Q1,d8b6ca7830fb7e03ba8f1fe477dc067d0173b5a21eb629aa42b3d552995729b6,stage4-question-review,R4,syllabus:p27,Primary write; S9.07; AO and four trial cases reviewed.
question,L150-Q2,lesson-150,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L150-Q2,b4cd410f4ad15d536bf14729a54a08052720afd5054fc45b84e3241840b72fe6,stage4-question-review,R4,syllabus:p29,Primary write; S11.04; AO and four trial cases reviewed.
question,L150-Q3,lesson-150,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L150-Q3,8adbf2d3b011c1dbab73414e2d9037990d79ddc756b964b8577943ee6bb5884d,stage4-question-review,R4,syllabus:p27,Primary write; S9.01; AO and four trial cases reviewed.
question,L150-Q4,lesson-150,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L150-Q4,038117ab2dc7dd18111ffa8b8f0f4aa6533ce002536e21cd22ed51c5bda1e338,stage4-question-review,R4,syllabus:p28,Primary write; S10.03; AO and four trial cases reviewed.
question,L150-Q5,lesson-150,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L150-Q5,19f93097bdda812438c0dba48b0efbcefe462b80f0231e9c75b53f8e2671e50f,stage4-question-review,R4,syllabus:p29,Primary explain; S11.05; AO and four trial cases reviewed.
question,L151-Q1,lesson-151,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L151-Q1,2a772874a6be8b2daec24b22d23eb7486695a87047330f1b8b1c982087f5227b,stage4-question-review,R4,syllabus:p29,Primary explain; S10.09; AO and four trial cases reviewed.
question,L151-Q2,lesson-151,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L151-Q2,b17fed57e33d6d31314d4c963fc2e54d974de00da97478953604a101e2352e27,stage4-question-review,R4,syllabus:p27,Primary write; S9.07; AO and four trial cases reviewed.
question,L151-Q3,lesson-151,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L151-Q3,1334eef3f54114a9123960e43a088be82c39977d97de4b9853545f1e60bb729f,stage4-question-review,R4,syllabus:p31,Primary explain; S12.07; AO and four trial cases reviewed.
question,L151-Q4,lesson-151,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L151-Q4,64f59d3b5bf3569e41cfbbcb8cb4587fdc346ec762aba6be42f5279f72df6f45,stage4-question-review,R4,syllabus:p31,Primary write; S12.08; AO and four trial cases reviewed.
question,L151-Q5,lesson-151,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#L151-Q5,d70f7644e6cc8ef89d19f61d117a8b49f3369ca6648abaff264f5d88f80aab48,stage4-question-review,R4,syllabus:p30,Primary describe; S11.09; AO and four trial cases reviewed.
question,AQ005-Q1,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ005-Q1,ab3c8a6530b6975928d8ff9f355b5004e835b95e8e8488b79274f5da84b2cfe8,stage4-question-review,R4,syllabus:p14,Primary calculate; S1.01; AO and four trial cases reviewed.
question,AQ005-Q2,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ005-Q2,5f9c92a4565e2b4738b9d3185b29882f90392c9074b8e57cfc94d807fdbe891e,stage4-question-review,R4,syllabus:p14,Primary convert; S1.03; AO and four trial cases reviewed.
question,AQ005-Q3,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ005-Q3,fa4d1c4b0ced073ffc7ee6669c4fce4c8ce9ee1635b5570c5b1230348c131c4e,stage4-question-review,R4,syllabus:p14,Primary convert; S1.03; AO and four trial cases reviewed.
question,AQ005-Q4,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ005-Q4,981b104f34137e61b9389cb9d525fe6aabb2ea20e5355502a2c5b59e3780a41e,stage4-question-review,R4,syllabus:p14,Primary calculate; S1.04; AO and four trial cases reviewed.
question,AQ005-Q5,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ005-Q5,295f43037f6a7a702d4b1724fe4e184d12d102e639a5c03ff661bfccb928f570,stage4-question-review,R4,syllabus:p14,Primary write; S1.01; AO and four trial cases reviewed.
question,AQ011-Q1,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ011-Q1,8ae2fa7014eb5cde654c5a0623342c2918da50b0b54e886466dde27d22fb8308,stage4-question-review,R4,syllabus:p14,Primary write; S1.02; AO and four trial cases reviewed.
question,AQ011-Q2,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ011-Q2,89bd5c9705ae86669bb15ce17c4d831a879f12811ab8698503892d8036b32851,stage4-question-review,R4,syllabus:p14,Primary explain; S1.07; AO and four trial cases reviewed.
question,AQ011-Q3,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ011-Q3,240ca45b60da253a5b88139392275c0d8272cb32d00263f27c22a897ab612880,stage4-question-review,R4,syllabus:p15,Primary calculate; S1.08; AO and four trial cases reviewed.
question,AQ011-Q4,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ011-Q4,09934be52fd04dd52c7a4c3fe8e7608dac3262e3b19e15d4afaf1d3a97bccaff,stage4-question-review,R4,syllabus:p15,Primary calculate; S1.08; AO and four trial cases reviewed.
question,AQ011-Q5,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ011-Q5,18e6e0d2780259ec0b3bc1f6781721737d873305c577f9760c831d503cf8ee21,stage4-question-review,R4,syllabus:p14,Primary state; S1.01; AO and four trial cases reviewed.
question,AQ016-Q1,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ016-Q1,714ea779291c193a674446cee5f89e17c1bdcd478dc0fff04da891d07b3a9b59,stage4-question-review,R4,syllabus:p14,Primary calculate; S1.01; AO and four trial cases reviewed.
question,AQ016-Q2,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ016-Q2,f1e45517a36979457c3d766d708efc2bc8972b5f204cc32e0f72efc7bff04154,stage4-question-review,R4,syllabus:p15,Primary suggest; S1.11; AO and four trial cases reviewed.
question,AQ016-Q3,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ016-Q3,3705a11287085f7474e00d3a88806f2d593d673a55b9335acf46b6eeb9e0021c,stage4-question-review,R4,syllabus:p14,Primary write; S1.01; AO and four trial cases reviewed.
question,AQ016-Q4,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ016-Q4,6ecc4fadf6dc5920382a28c661dffea30df6a892e5730ce799ced2525a4ec8a2,stage4-question-review,R4,syllabus:p15,Primary suggest; S1.11; AO and four trial cases reviewed.
question,AQ016-Q5,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ016-Q5,a270b9bcd3e199eeb17a72084e2e010f891230ce3fd3dbada57e947730e5f2a1,stage4-question-review,R4,syllabus:p15,Primary write; S1.08; AO and four trial cases reviewed.
question,AQ021-Q1,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ021-Q1,4778c3025b2e6c6e1edce88fe5879047cb63da7eaedf038fe84d6fdc9dfb26cb,stage4-question-review,R4,syllabus:p16,Primary compare; S2.01; AO and four trial cases reviewed.
question,AQ021-Q2,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ021-Q2,30d716186f5a0af3a10354a610e7e33dbaf6c42831ad3171f1314798711406cf,stage4-question-review,R4,syllabus:p16,Primary state; S2.03; AO and four trial cases reviewed.
question,AQ021-Q3,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ021-Q3,99379fc578c91ec54b0d11c5fd93340a97c55dd83d4cacf5777d2480c9ad5f49,stage4-question-review,R4,syllabus:p16,Primary state; S2.05; AO and four trial cases reviewed.
question,AQ021-Q4,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ021-Q4,7e0eb654a1f242b57f943e37fe1b0f51167af92f78c1a7e2b77c2623205d6a7a,stage4-question-review,R4,syllabus:p16,Primary describe; S2.11; AO and four trial cases reviewed.
question,AQ021-Q5,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ021-Q5,a5cfe8bb82248fcee62161bdb00de2a5f48bb97fe0bd943339ca36817a97c03a,stage4-question-review,R4,syllabus:p16,Primary explain; S2.01; AO and four trial cases reviewed.
question,AQ026-Q1,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ026-Q1,ac4203c6c37ca8394899e92061079063808ff1f6ffbffb7e0cca79da863a2b4c,stage4-question-review,R4,syllabus:p16,Primary state; S2.14; AO and four trial cases reviewed.
question,AQ026-Q2,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ026-Q2,a88625f80bd2dc0a49262b34d85a2a5ad4fb052ff1d7a740440f30b212e385ac,stage4-question-review,R4,syllabus:p16,Primary give; S2.08; AO and four trial cases reviewed.
question,AQ026-Q3,quiz,Approved,IndependentlyReviewed,audits/remediation-v2-stage4-question-review.json#AQ026-Q3,88a4af50b83205f6fc595887524433cd0c2849d79ca234ef84b68eea453ed01b,stage4-question-review,R4,syllabus:p16,Primary compare; S2.10; AO and four trial cases reviewed.
