lesson,target_id,title,target_type,delivery_role,classroom_activity,status,implementation_id,rationale,content_hash
094,sql,Clause choice is not decoration,synthesis,OPTIONAL,EXTEND,Implemented,explanation-sql,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,541e0dac8cf58370c567a737b6c2a71725abeef5882b069344fbdf39800054ca
094,tracer,Trace one customer table query,synthesis,OPTIONAL,EXTEND,Implemented,explanation-tracer,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,09cde49f8f007c785ff8efcbc02f8ef36db334f6634940c02849068e3e0c5073
095,answer,Use the smallest frame that fits the command,synthesis,OPTIONAL,EXTEND,Implemented,explanation-answer,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,b955fe40fadc04d8f6ba014e5529c6a0bec37672ec79917fcd3e7d18d2d538e1
095,commands,What each command word usually demands,synthesis,OPTIONAL,EXTEND,Implemented,explanation-commands,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,ba6283c78b0acc717770b146d88094047f9b17357f8fcdafc430bcf50f836353
095,decoder,Decode the command word before writing,synthesis,OPTIONAL,EXTEND,Implemented,explanation-decoder,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,6baddf73aab437f15e986a08f51abc65e50d942072c4fd476b067584b37b735f
095,map,Paper 1 sections and question clues,synthesis,OPTIONAL,EXTEND,Implemented,explanation-map,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,c72cb45f8115e9aef2e2ddad155b76ab3ceb109e40f9814223a25fe5e1f2887d
095,strategy,The 30-second annotation routine,synthesis,OPTIONAL,EXTEND,Implemented,explanation-strategy,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,787c00648f90177e5323dfb65b339a6865791debfbbffe8b76086972bd4e2916
096,marking,Three checks before moving on,synthesis,OPTIONAL,EXTEND,Implemented,explanation-marking,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,0c8ddfa70f68aaca0c57ced4a1fcace4c15d11498d3512aa7ffc8a1dca156bc3
096,planner,Estimate a sensible time budget,synthesis,OPTIONAL,EXTEND,Implemented,explanation-planner,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,eaa03677c1c6dc2d61bfdd271f0ea33d80532ab60fb686e0cdbf051aa39312ec
096,quiz,Quick retrieval across Paper 1,synthesis,OPTIONAL,EXTEND,Implemented,explanation-quiz,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,936fa5c51bf928b73732622c69585c253939a922f05ae872df3ad8d52d1c2ec8
096,short,"Compress the answer, not the marks",synthesis,OPTIONAL,EXTEND,Implemented,explanation-short,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,bb0f1ca99804f110a008d2c88ebf4584bc53b8d989af969261e6ee75df3658f1
096,timer,Run a timed short-answer sprint,synthesis,OPTIONAL,EXTEND,Implemented,explanation-timer,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,13a40d93fc0c5631917b9bdb121ea485316b06ed064791169344c8f5843ff0c5
096,timing,A practical mark-per-minute model,synthesis,OPTIONAL,EXTEND,Implemented,explanation-timing,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,8f6998a8c1acbe6a29c85a191d3c1c2d96fe465c205a93987fb4327c49052f7f
096,triage,"Decide: answer now, flag, or return later?",synthesis,OPTIONAL,EXTEND,Implemented,explanation-triage,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,d56c1e5fd3b19731e07f3ed28f3b56d623fd7f5a7de07e7d9baaf39be705efc9
097,balance,"Evaluation is not just ""good and bad""",synthesis,OPTIONAL,EXTEND,Implemented,explanation-balance,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,7df55c9927af32f693456b5c6f0491e629254721b58ce69a495b6b83af62df35
097,map,Extended-response topics across Paper 1,synthesis,OPTIONAL,EXTEND,Implemented,explanation-map,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,6d73c3a32de3adf77797df0d2111740a12c7344793c8120d396c681722d766fb
097,marking,How extended marks usually appear,synthesis,OPTIONAL,EXTEND,Implemented,explanation-marking,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,dd9f056e53ee15adaecd6cb1f4ed259ce03199d1bcf3f95eedb98a9470e6c1f6
097,planner,Choose a structure before writing,synthesis,OPTIONAL,EXTEND,Implemented,explanation-planner,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,801c3f4abbe4bcd642c710b73233c6ba8378c84500bfc8b542d3231321b76144
097,structure,Three reliable extended-response shapes,synthesis,OPTIONAL,EXTEND,Implemented,explanation-structure,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,70d4007e9b3230a6c4b9523c93652c42bd1db275865d8206f875f1a27b915443
098,clinic,The rewrite protocol,synthesis,OPTIONAL,EXTEND,Implemented,explanation-clinic,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,ac72eed8cf28d20deff4d513e4b997b6faf4d052970b911847ebe34580439191
098,coverage,Paper 1 correction checklist,synthesis,OPTIONAL,EXTEND,Implemented,explanation-coverage,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,766b4edea8135bf772c06d6fcb8eaa5510bcbff5d0d799e5a84b817c74ef012d
098,diagnosis,Four common sources of lost marks,synthesis,OPTIONAL,EXTEND,Implemented,explanation-diagnosis,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,51a2da61af582c7323b225cce1928b76a54027b8e72c1eb3bb2683c6e11697de
098,error,Classify the flaw before rewriting,synthesis,OPTIONAL,EXTEND,Implemented,explanation-error,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,3658dbcc7618785143199c6da12d9b368a24f9a7c911136349073fde8f8cf1e8
098,rewrite,Build a corrected answer sentence,synthesis,OPTIONAL,EXTEND,Implemented,explanation-rewrite,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,9b7fd081adca61f0e81ce5207fdbd6887fb232e77a365ebac99904a03e178a69
098,routine,How to use the mock after today,synthesis,OPTIONAL,EXTEND,Implemented,explanation-routine,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,91c4f3720de2423a699e86ab99295139f4c1b579ec3f2b85a9ff2db1222eb056
098,score,Turn a score into a repair priority,synthesis,OPTIONAL,EXTEND,Implemented,explanation-score,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,9fe46e05f9a0a7853551643a370586c16fd76b830f2e9ff2d44ce5f174826ce5
099,constraints,Constraints stop algorithms from wandering off,process,OPTIONAL,EXTEND,Implemented,explanation-constraints,Explicit extension visual retained outside compulsory syllabus evidence.,a27ef35cbd6c0e7feee35485efef555fd9967aca88adb428fa9101ac8bc525df
099,model,Use IPOC before choosing a representation,comparison,OPTIONAL,EXTEND,Implemented,explanation-model,Explicit extension visual retained outside compulsory syllabus evidence.,78887c197530f5ace1019edf336785fd79fa5c6a5e3303e4e95713fce750049b
099,stage2-completion,Abstraction and decomposition into program modules,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
100,abstraction,Abstraction: keep the details that affect the algorithm,process,OPTIONAL,EXTEND,Implemented,explanation-abstraction,Explicit extension visual retained outside compulsory syllabus evidence.,919a24bf000655f868c7f109424bc9ff56cbacffcd74dfcdea8c7eaa56af6586
100,concept,An algorithm is a solution expressed as defined steps,process,CORE,TEACH,Implemented,explanation-concept,Maintained explanation target.,e59d75ef58b685218bb6f59fad4cd58eaf7a5a654c4118e0658c3af93a366284
100,decomposition,Decomposition: split the problem into sub-problems,mechanism,OPTIONAL,EXTEND,Implemented,explanation-decomposition,Explicit extension visual retained outside compulsory syllabus evidence.,a2802c6ed713c249be3e5053b74eda57baabf1bcaf2d02044886c86c6c7ae4bb
100,filter,Keep or ignore details,mechanism,OPTIONAL,EXTEND,Implemented,explanation-filter,Explicit extension visual retained outside compulsory syllabus evidence.,771848432f0bfb74ae7d744d62a1ccbd1ef9ea22b76bb23b9a4d58db161e5dec
100,ipoc,Turn paragraphs into a design table,mechanism,CORE,TEACH,Implemented,explanation-ipoc,Maintained explanation target.,fc9412b6c2cffefc3ffce74db76742a248455baf4e01727f1c71b85e57aeea37
100,pattern,Produce an abstract model,process,OPTIONAL,EXTEND,Implemented,explanation-pattern,Explicit extension visual retained outside compulsory syllabus evidence.,096fe3fde0cfad4a8c503f59e94666346b2a1f70c6d8ff3916e47fa9d5563533
100,sorter,Classify the design move,process,OPTIONAL,EXTEND,Implemented,explanation-sorter,Explicit extension visual retained outside compulsory syllabus evidence.,4f2f537dffa198c92c6d3c34cf7a65510b1688957efa7379fbbfc351e03c06ae
100,stage2-completion,"Algorithms, IPO solutions and identifier tables",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
101,combining,Real algorithms usually combine the three structures,process,OPTIONAL,EXTEND,Implemented,explanation-combining,Explicit extension visual retained outside compulsory syllabus evidence.,bfed9056643f4bc89f6dcf653b3df3d3659f06992733f6363d082b03a1205ba5
101,iteration,Iteration: repeat steps,mechanism,OPTIONAL,EXTEND,Implemented,explanation-iteration,Explicit extension visual retained outside compulsory syllabus evidence.,509fa7b1dfcb368474b2896c1dd3468d73f8451ab3ae5de31e8387b06b5aeee7
101,pseudocode,Cambridge pseudocode is the exam form; Java is support only,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,43b94b3e3a01d9656a650dec9b425bf82d98baa02129037c2d26e1a9fba69be3
101,selection,Selection: choose a path using a condition,mechanism,OPTIONAL,EXTEND,Implemented,explanation-selection,Explicit extension visual retained outside compulsory syllabus evidence.,d703895a8817586ef4eac3628bbd359b2d83713507967de879fed73672b12317
101,sequence,Sequence: steps run in a fixed order,mechanism,OPTIONAL,EXTEND,Implemented,explanation-sequence,Explicit extension visual retained outside compulsory syllabus evidence.,f4012a000f36426d2b4f30fb75a65d7da9e4c2b50f9b7bd65a15d31c5f4edba2
101,stage2-completion,"Sequence, selection and iteration",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
102,flowcharts,Flowcharts use symbols to show control flow,mechanism,CORE,TEACH,Implemented,explanation-flowcharts,Maintained explanation target.,dff1e5d1a304475f83fa258bfbfd29f18333ac97878ed582e2cb887d8f43270d
102,notation,Readable notation earns marks more easily,mechanism,OPTIONAL,EXTEND,Implemented,explanation-notation,Explicit extension visual retained outside compulsory syllabus evidence.,29dc782a4e45a52e0823f7440e90cd220d034515f2198939cb5fd218e590119b
102,pseudocode,Cambridge-style pseudocode uses structured keywords,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,9475e1c3a2e01fba6a2d4b93e7ce350d2b224f76bb476ee21f08eefeff82394d
102,stage2-completion,"Structured English, flowcharts and pseudocode conversion",process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
102,structure-tool,Match scenario to pseudocode structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-structure-tool,Explicit extension visual retained outside compulsory syllabus evidence.,90e242f6cabf729ad2b1df5401775915a6d3487964a454a2c7a9f4f64b2e29f8
102,symbol-tool,Choose the correct flowchart symbol,mechanism,OPTIONAL,EXTEND,Implemented,explanation-symbol-tool,Explicit extension visual retained outside compulsory syllabus evidence.,5a0e4cccfd083e2732a260858fc830d9152d6fee230bce380db99cdecd0478a7
103,analyser,Stepwise refinement turns a high-level algorithm into implementable modules,mechanism,CORE,TEACH,Implemented,explanation-analyser,Maintained explanation target.,70a460a1ce15355801256fc2e7a8aabd0e1107a458bb095299ea5184f3a0a6a1
103,dry-run,Dry run: execute the algorithm by hand,process,OPTIONAL,EXTEND,Implemented,explanation-dry-run,Explicit extension visual retained outside compulsory syllabus evidence.,c9a9fc6e55680beb953f93d01e3cdaa2cbada9264a07acbb7ef18fb6b9595dc2
103,loops,Loops make trace tables useful and slightly unforgiving,mechanism,OPTIONAL,EXTEND,Implemented,explanation-loops,Explicit extension visual retained outside compulsory syllabus evidence.,b4f2a756c68a85142995438aeb156a8ed8932d1a2462ca5a2c13cf8c41b90c6b
103,predictor,Predict the final output,mechanism,OPTIONAL,EXTEND,Implemented,explanation-predictor,Explicit extension visual retained outside compulsory syllabus evidence.,ef2fd566bc564cb452a128c5ed0bb312f1ed32527efe221ccfae4e2b412e8ce7
103,pseudocode,Trace Cambridge pseudocode in the exam; Java is only a support view,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,b7e039c361e4fe6f515605d1736262619b1f3a6a56d758d35f6be4b17bbb9eec
103,stage2-completion,Stepwise refinement from IPO design to modules,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
103,trace-table,A trace table records variables after each change,mechanism,OPTIONAL,EXTEND,Implemented,explanation-trace-table,Explicit extension visual retained outside compulsory syllabus evidence.,365c931b95c177043fbe64411736682dc684c704610a7e9d532fb98ae2c7bebc
104,checks,Match the rule to the risk,mechanism,OPTIONAL,EXTEND,Implemented,explanation-checks,Explicit extension visual retained outside compulsory syllabus evidence.,4fc259fb7c3bcde7526a5c463b4c511be690fbf779849d51160d5a229cce6000
104,defensive,"Reject bad input, then ask again",mechanism,OPTIONAL,EXTEND,Implemented,explanation-defensive,Explicit extension visual retained outside compulsory syllabus evidence.,a515acd8cb7c9e5ba7ac683fc6702bb23e976c4b00b04e5e140dbfd39afed135
104,equivalence,A diamond becomes IF...THEN...ELSE,mechanism,CORE,TEACH,Implemented,explanation-equivalence,Maintained explanation target.,f4e6d672a3050acf983d6e6cbf7441fc30d66d3666df78f0f311048be1a7d3dd
104,pseudocode,Use Cambridge-style validation loops in the exam,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,ac9f0c8822057fdcaa6862d3660f0675ee2053b4aba06a3728e5eb28e59ef463
104,stage2-completion,Logic statements define parts of an algorithm,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
104,tester,Test a mark against 0-100,mechanism,OPTIONAL,EXTEND,Implemented,explanation-tester,Explicit extension visual retained outside compulsory syllabus evidence.,b325f83feafe412d883c6f39cf9642fc7dab16c2477a68fa8decda50c57bfb47
104,validation,Validation checks whether input follows a rule,mechanism,OPTIONAL,EXTEND,Implemented,explanation-validation,Explicit extension visual retained outside compulsory syllabus evidence.,fef3fa76b0b86e1f4cc575b0ab393751f3bf2da2518165e5648c6e5f7642f53a
105,binary,Binary search repeatedly halves a sorted list,process,OPTIONAL,EXTEND,Implemented,explanation-binary,Explicit extension visual retained outside compulsory syllabus evidence.,b2794e7ecbc781cec70ed2a9d6087a8234abd5929d3f31ce519d408e4d607848
105,binary-tool,Trace binary search on sorted data,process,OPTIONAL,EXTEND,Implemented,explanation-binary-tool,Explicit extension visual retained outside compulsory syllabus evidence.,187c05ef9e640d7371846871dc31708c5af31bf76e34f5f3490d1eac87178791
105,compare,Choosing the right search,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,7a2c36caf58384f02885ac496addf4d546f457032f3dc60d89eabb8b626d64bf
105,linear-tool,Trace linear search,mechanism,OPTIONAL,EXTEND,Implemented,explanation-linear-tool,Explicit extension visual retained outside compulsory syllabus evidence.,26fdc6501da5376513ac9022cd6b8c4e44533ec408045f8225411e9db7bcccd2
105,pseudocode,Cambridge pseudocode is the exam format,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,a1399f96dfbd3ea4617f71f3f5c6d133c945e4870601ceaac1eeb89a59eae9cc
106,compare,Why the sorts move data differently,comparison,OPTIONAL,EXTEND,Implemented,explanation-compare,Explicit extension visual retained outside compulsory syllabus evidence.,92572e855a1254d32db84d28eb8fdd12957c4f8a34fdb97f5cf175dc1188c623
106,insertion,How insertion sort grows a sorted region,process,OPTIONAL,EXTEND,Implemented,explanation-insertion,Explicit extension visual retained outside compulsory syllabus evidence.,b2ff262f75cf87216c36834d726357fd2abcb241d615a51fd52c8fe26aea1640
106,pseudocode,Why a trace follows state,comparison,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,3b932ede9f68dc7a1fc97fbd4d912dec3e5744bee1a9b55c711528a45f7b5f43
107,fixed,"When the number of values is known, use a count-controlled loop",mechanism,OPTIONAL,EXTEND,Implemented,explanation-fixed,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",eb3317b62bf8eb8b418dabb273b48b55aadba5f44c4a24feb10891d21785105c
107,initialise,The starting value decides whether the algorithm is honest,process,OPTIONAL,EXTEND,Implemented,explanation-initialise,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",245bcc2efe4a9f71a98bae4a8eab64407e0b0c1ce25300e594353107dbea9c84
107,patterns,Four running-value patterns,mechanism,OPTIONAL,EXTEND,Implemented,explanation-patterns,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",dae40a1b87c21d35e96a759f84b0d4d607dc7d792d8295d683fde3abde111eb7
107,pseudocode,Use Cambridge assignment and loop keywords in exam answers,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",d3f04110332ef79e89ec292bef9fa07ed7a520e5775faf2c60c78b212b2944a3
107,sentinel,"When input stops on a special value, do not process the sentinel",process,OPTIONAL,EXTEND,Implemented,explanation-sentinel,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",91c8b8ee8c41b4a1f7e375bbdf1e3645f57ae866b8baf260ae0cef563b6b3c60
107,trace-tool,Watch running variables change,mechanism,OPTIONAL,EXTEND,Implemented,explanation-trace-tool,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",fb3c3ec3b6a5b6a22673b26e1fa65497cb9030d306c406ea0c7cce800e4b55d9
108,build,Some algorithms construct a new string one character at a time,process,OPTIONAL,EXTEND,Implemented,explanation-build,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",75940c4cd6e13164d9d8be1ba4ddd885638009e5fb13192ba9039bde2fa5e2bf
108,model,"A string algorithm needs position, character and stopping point",comparison,OPTIONAL,EXTEND,Implemented,explanation-model,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",d1d4e59d417ccd285c433b69a405d047730d9e907b71e14d037d12c244e9aa69
108,patterns,Most AS string algorithms are four familiar patterns,process,OPTIONAL,EXTEND,Implemented,explanation-patterns,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",aebbbb69f149f0ea6cd80f6309a6d8d56a9182928ce300c7f832096ff7e31e04
108,pseudocode,Keep exam pseudocode readable and avoid Java indexing leakage,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",d173fe549a07e11359d492a24f6dca2d638426f61a12945f64428abfc3d79ef0
108,scanner,Trace character processing,process,OPTIONAL,EXTEND,Implemented,explanation-scanner,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",fdc8105948079cee2e05656549a29779aadf2f387f5903202857cf637e8326db
109,counting,Total visits = outer repetitions x inner repetitions,mechanism,OPTIONAL,EXTEND,Implemented,explanation-counting,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",6167efb7df3d24f750161d489d3ff45ee2aaa27e6f711fcc5611da1343506da0
109,model,"Outer loop first, inner loop second",comparison,OPTIONAL,EXTEND,Implemented,explanation-model,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",f8a2cb26b8bc1bcc94f474f3b8a1629d94bcbb913b930c7dc887cfa5842c2625
109,pseudocode,Indentation is evidence in nested loops,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2ecd86acbfd1955cdd8e466423de8576eda4c17af24261822e9ed99007f8de96
109,reset,Put row-level variables inside the outer loop,mechanism,OPTIONAL,EXTEND,Implemented,explanation-reset,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",3570ac4d2c3f9314cd40dac73f7c408e45338d7b6a7ea6cedf02c634bcf551f2
109,table,Table-style problems usually scan row by row,mechanism,OPTIONAL,EXTEND,Implemented,explanation-table,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",68ee799a257b044194ee2c2f7b159e96ef480f1220e71ff356f534bf1927bfc0
110,cases,The same algorithm can behave differently on different inputs,process,OPTIONAL,EXTEND,Implemented,explanation-cases,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",4090180b2ebd5239b273f799da29d70ebae7a273a7025f1db3dfb2cfd6f865cf
110,estimator,Estimate the work,mechanism,OPTIONAL,EXTEND,Implemented,explanation-estimator,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",3c9d9b9c22cbee56839b958e86c64e4a0bcedf9edc37a68077802d975d94acd5
110,loops,Loops reveal how work grows,mechanism,OPTIONAL,EXTEND,Implemented,explanation-loops,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",73ae9295324e143c0de4241be3b8eea1efe28c12af124a6e788ad3998461fe8d
110,measure,Efficiency is about resources used,mechanism,OPTIONAL,EXTEND,Implemented,explanation-measure,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",2db728c22560aabbe892a1403cf3b381e3cf627f4537ede2688f0591066b9e68
110,pseudocode,Efficiency explanations are language-independent,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",b31aef559cbd0e6cf700a993c4f01a1c2649c6c035bb57f826dfa1d933105b10
110,search,Linear search checks one by one; binary search halves a sorted list,process,OPTIONAL,EXTEND,Implemented,explanation-search,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a11994adf16dce4c81f939cb3fea40d1c76f4a1f32f37cd0c27f57efee0200a8
111,cleaner,Convert Java-like syntax into Cambridge-style pseudocode,mechanism,OPTIONAL,EXTEND,Implemented,explanation-cleaner,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",e512c5caf39d8e634a1a5cb5b1ae855cd91070b3df41058cd53cc8afd049fe50
111,conversion,"Convert meaning first, syntax second",mechanism,OPTIONAL,EXTEND,Implemented,explanation-conversion,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",9d67d482501eba5abeba05beb5ff6dd959cc620aa21182cd3b9a580c43da7c54
111,java,Keep Java syntax out of Paper 2 unless Java is explicitly requested,mechanism,OPTIONAL,EXTEND,Implemented,explanation-java,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",a1c3dcbfce8e31272888c9452c20861ed14e4aba2b8fbc22bbf30da69e8470d7
111,notation,Use the symbols that make algorithm intent visible,process,OPTIONAL,EXTEND,Implemented,explanation-notation,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",79615289a85e6356e41d83144020359892d4e90d2e54d04e8654487bef6e17cf
111,readability,A marker should not need detective training,mechanism,OPTIONAL,EXTEND,Implemented,explanation-readability,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",0b9ae3fe16cd98a74f54b1bc4642b4c75a5d2b37801aa8e8421a9b48455e1eb2
111,structure,Every opening should have a visible ending,mechanism,OPTIONAL,EXTEND,Implemented,explanation-structure,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",1d4448fc7ac845c90e5c0c661f1a83cfa36f44000b052c51b3471e0fcaeb2e3b
112,pseudocode,Design in Cambridge pseudocode first; use Java only to support testing,mechanism,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,69369b8824eace41649c00fe2531f50278c47fc4bd7037e15f5a5846e645f8f3
112,requirements,Words in the question usually signal a control structure,mechanism,OPTIONAL,EXTEND,Implemented,explanation-requirements,Explicit extension visual retained outside compulsory syllabus evidence.,a83ea61594d95bbed7fb647c3a8cfc45f4c12a4dabcbd8bb371d711f9940d7bb
112,structures,Pick the structure before writing the pseudocode,mechanism,OPTIONAL,EXTEND,Implemented,explanation-structures,Explicit extension visual retained outside compulsory syllabus evidence.,6b64090deb1573025bc6e6ad68fa95a27f75c87cfbaa5212327193030f7e3f29
113,fixer,Turn vague answers into mark-worthy answers,synthesis,OPTIONAL,EXTEND,Implemented,explanation-fixer,Explicit extension visual retained outside compulsory syllabus evidence.,fa587d9e3d3befd0b2f45226fead036802f0710293cede1eccecdcf6f19d2617
113,patterns,Match the scenario to the correct algorithm pattern,synthesis,OPTIONAL,EXTEND,Implemented,explanation-patterns,Explicit extension visual retained outside compulsory syllabus evidence.,71142a5627d5f5b439af4757b985a39dda206aa71d7b0d440cfa127b0c478b50
113,pseudocode,Paper 2 wants readable Cambridge-style pseudocode,synthesis,OPTIONAL,EXTEND,Implemented,explanation-pseudocode,Explicit extension visual retained outside compulsory syllabus evidence.,b31088ccf6c9a93f50a74841b59b6ca9f4bf4c382588e056ccda74b4cc97ff10
113,retrieval,Section 9 in one page,synthesis,OPTIONAL,EXTEND,Implemented,explanation-retrieval,Explicit extension visual retained outside compulsory syllabus evidence.,48b928ad687797589ab3562030d2139041589027a5fea49cf31d865497f945f7
113,stage2-completion,Section 9 required-content checkpoint,synthesis,CORE,TEACH,Planned,,Review lesson: consolidate related ideas into causal synthesis and avoid adding panels to retrieval items or tools.,
113,triage,Turn question wording into an algorithm plan,synthesis,OPTIONAL,EXTEND,Implemented,explanation-triage,Explicit extension visual retained outside compulsory syllabus evidence.,d2b97213e586f5965263e5d60bbd2cbcf4467287efa043747e0a333e34cffab1
114,built-in,Core AS-level data types,mechanism,OPTIONAL,EXTEND,Implemented,explanation-built-in,Explicit extension visual retained outside compulsory syllabus evidence.,7311bbed839a4dc4813635748c3861de6d8bd34a1fd25d599003b018a1623059
114,choose,"Use the scenario, not the surface appearance",mechanism,OPTIONAL,EXTEND,Implemented,explanation-choose,Explicit extension visual retained outside compulsory syllabus evidence.,f95873ff753fa208da64b22d840dc74dae1ef113a403a93bb79aa4aac404ced8
114,pseudocode,The eight Cambridge pseudocode type names,mechanism,CORE,TEACH,Implemented,explanation-pseudocode,Maintained explanation target.,cdce5a841f6d6bef25447d27f9319c9aee1aca11631475d905ffe9673f0b66b7
114,stage2-completion,Select and use the official Cambridge data types,process,CORE,TEACH,Planned,,"Core concept: explain mechanism, cause, consequence and boundary instead of repeating the definition.",
114,user-defined,When built-in types are not descriptive enough,mechanism,OPTIONAL,EXTEND,Implemented,explanation-user-defined,Explicit extension visual retained outside compulsory syllabus evidence.,52375482326ce61c8f4484ed340ca783ff086098b3156d5366399c5e99572854
114,why-types,A type controls meaning and valid operations,process,OPTIONAL,EXTEND,Implemented,explanation-why-types,Explicit extension visual retained outside compulsory syllabus evidence.,f3a28f06bb07e26416f82711fb68535e085ccdfa2d71309a8252e8c45245fd72
115,assignment,"Right side first, left side second",mechanism,OPTIONAL,EXTEND,Implemented,explanation-assignment,Explicit extension visual retained outside compulsory syllabus evidence.,d64fb1180737a38e6491365fe2b60eccc99b134808e3e9758e39dc08e0fdfef3
